"Sample","Abundance","Phenotype"
"M43_2_PD",14913.53865,"PD"
"M64_1_PD",2348.349372,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",48473.87008,"MSS"
"M1_2_MSS",50977.86236,"MSS"
"M5_1_MSS",20853.16438,"MSS"
"M5_2_MSS",39121.74053,"MSS"
"T49_1_MSS",29983.90913,"MSS"
"T49_2_MSS",33069.39375,"MSS"
"M42_1_PD",30916.57034,"PD"
"M42_2_PD",72641.81093,"PD"
"M43_1_PD",9132.84191,"PD"
"M43_2_PD",21750.77417,"PD"
"M64_1_PD",16960.35788,"PD"
"M64_2_PD",29390.43963,"PD"
"M1_1_MSS",3568.772855,"MSS"
"M1_2_MSS",1134.781028,"MSS"
"M5_1_MSS",10459.53006,"MSS"
"M5_2_MSS",2173.183653,"MSS"
"T49_1_MSS",1039.49872,"MSS"
"T49_2_MSS",915.517334,"MSS"
"M42_1_PD",12698.17203,"PD"
"M42_2_PD",3428.720454,"PD"
"M43_1_PD",73675.16264,"PD"
"M43_2_PD",92615.55594,"PD"
"M64_1_PD",3381.278143,"PD"
"M64_2_PD",1386.498929,"PD"
"M1_1_MSS",65527.66795,"MSS"
"M1_2_MSS",51346.62608,"MSS"
"M5_1_MSS",57813.74288,"MSS"
"M5_2_MSS",70218.51681,"MSS"
"T49_1_MSS",123145.0573,"MSS"
"T49_2_MSS",68630.70256,"MSS"
"M42_1_PD",207784.0709,"PD"
"M42_2_PD",165755.9418,"PD"
"M43_1_PD",255717.1944,"PD"
"M43_2_PD",229127.6709,"PD"
"M64_1_PD",253048.8588,"PD"
"M64_2_PD",221110.6063,"PD"
"M1_1_MSS",34429.88863,"MSS"
"M1_2_MSS",60915.19147,"MSS"
"M5_1_MSS",76950.62947,"MSS"
"M5_2_MSS",88639.41473,"MSS"
"T49_1_MSS",10322.81299,"MSS"
"T49_2_MSS",5901.523019,"MSS"
"M42_1_PD",3019.624946,"PD"
"M42_2_PD",2121.785607,"PD"
"M43_1_PD",2421.493156,"PD"
"M43_2_PD",1567.268614,"PD"
"M64_1_PD",2172.702896,"PD"
"M64_2_PD",1689.967442,"PD"
"M1_1_MSS",39763.43397,"MSS"
"M1_2_MSS",58903.18792,"MSS"
"M5_1_MSS",209693.0614,"MSS"
"M5_2_MSS",349988.1673,"MSS"
"T49_1_MSS",1234631.809,"MSS"
"T49_2_MSS",814120.6203,"MSS"
"M42_1_PD",730188.8501,"PD"
"M42_2_PD",570689.405,"PD"
"M43_1_PD",107527.4204,"PD"
"M43_2_PD",52474.87222,"PD"
"M64_1_PD",1009741.716,"PD"
"M64_2_PD",681181.2161,"PD"
"M1_1_MSS",1659487.282,"MSS"
"M1_2_MSS",1711374.629,"MSS"
"M5_1_MSS",5682738.422,"MSS"
"M5_2_MSS",6971791.404,"MSS"
"T49_1_MSS",7440039.113,"MSS"
"T49_2_MSS",5786870.321,"MSS"
"M42_1_PD",5877921.682,"PD"
"M42_2_PD",4451939.418,"PD"
"M43_1_PD",4704021.873,"PD"
"M43_2_PD",2918648.07,"PD"
"M64_1_PD",5622449.555,"PD"
"M64_2_PD",4783493.113,"PD"
"M1_1_MSS",532318.0605,"MSS"
"M1_2_MSS",548925.4822,"MSS"
"M5_1_MSS",1712248.251,"MSS"
"M5_2_MSS",1986907.478,"MSS"
"T49_1_MSS",640060.4743,"MSS"
"T49_2_MSS",606544.6266,"MSS"
"M42_1_PD",561654.8916,"PD"
"M42_2_PD",466198.2367,"PD"
"M43_1_PD",224527.119,"PD"
"M43_2_PD",56067.74616,"PD"
"M64_1_PD",458246.9137,"PD"
"M64_2_PD",480037.7099,"PD"
"M1_1_MSS",25470.23865,"MSS"
"M1_2_MSS",18995.53299,"MSS"
"M5_1_MSS",30919.28891,"MSS"
"M5_2_MSS",44998.03669,"MSS"
"T49_1_MSS",15637.479,"MSS"
"T49_2_MSS",8718.155413,"MSS"
"M42_1_PD",39999.65949,"PD"
"M42_2_PD",51872.85848,"PD"
"M43_1_PD",152073.1753,"PD"
"M43_2_PD",148075.7402,"PD"
"M64_1_PD",32443.53443,"PD"
"M64_2_PD",11692.4569,"PD"
"M1_1_MSS",11726.54945,"MSS"
"M1_2_MSS",6079.452052,"MSS"
"M5_1_MSS",9012.731229,"MSS"
"M5_2_MSS",28330.03272,"MSS"
"T49_1_MSS",47603.29697,"MSS"
"T49_2_MSS",16728.35997,"MSS"
"M42_1_PD",15912.7141,"PD"
"M42_2_PD",10584.87776,"PD"
"M43_1_PD",195697.2926,"PD"
"M43_2_PD",173610.5943,"PD"
"M64_1_PD",16903.47496,"PD"
"M64_2_PD",12672.81711,"PD"
"M1_1_MSS",243477.4542,"MSS"
"M1_2_MSS",225176.2592,"MSS"
"M5_1_MSS",207518.5858,"MSS"
"M5_2_MSS",251371.9901,"MSS"
"T49_1_MSS",264699.2664,"MSS"
"T49_2_MSS",277899.0198,"MSS"
"M42_1_PD",193815.8813,"PD"
"M42_2_PD",246901.6256,"PD"
"M43_1_PD",96822.03119,"PD"
"M43_2_PD",140771.122,"PD"
"M64_1_PD",306593.7513,"PD"
"M64_2_PD",351179.0996,"PD"
"M1_1_MSS",1898817.129,"MSS"
"M1_2_MSS",1984431.286,"MSS"
"M5_1_MSS",3550983.496,"MSS"
"M5_2_MSS",3830700.531,"MSS"
"T49_1_MSS",4298194.948,"MSS"
"T49_2_MSS",3721631.158,"MSS"
"M42_1_PD",2608588.266,"PD"
"M42_2_PD",2524921.673,"PD"
"M43_1_PD",1495167.952,"PD"
"M43_2_PD",1134216.847,"PD"
"M64_1_PD",2776732.263,"PD"
"M64_2_PD",2828088.005,"PD"
"M1_1_MSS",46655.03168,"MSS"
"M1_2_MSS",40639.90023,"MSS"
"M5_1_MSS",23150.57855,"MSS"
"M5_2_MSS",51257.07196,"MSS"
"T49_1_MSS",78767.08309,"MSS"
"T49_2_MSS",120369.2614,"MSS"
"M42_1_PD",83445.35352,"PD"
"M42_2_PD",74746.0217,"PD"
"M43_1_PD",48310.80317,"PD"
"M43_2_PD",33250.3847,"PD"
"M64_1_PD",126636.3371,"PD"
"M64_2_PD",69737.82404,"PD"
"M1_1_MSS",13118.52383,"MSS"
"M1_2_MSS",19401.14669,"MSS"
"M5_1_MSS",95758.62517,"MSS"
"M5_2_MSS",104174.6561,"MSS"
"T49_1_MSS",213250.2959,"MSS"
"T49_2_MSS",171341.9207,"MSS"
"M42_1_PD",156974.2,"PD"
"M42_2_PD",91346.31805,"PD"
"M43_1_PD",47897.56065,"PD"
"M43_2_PD",17644.19677,"PD"
"M64_1_PD",113075.4927,"PD"
"M64_2_PD",95148.16925,"PD"
"M1_1_MSS",36323.47037,"MSS"
"M1_2_MSS",52961.70875,"MSS"
"M5_1_MSS",35474.37175,"MSS"
"M5_2_MSS",18113.85465,"MSS"
"T49_1_MSS",179134.0063,"MSS"
"T49_2_MSS",24157.82464,"MSS"
"M42_1_PD",61190.0111,"PD"
"M42_2_PD",82089.30675,"PD"
"M43_1_PD",141184.5159,"PD"
"M43_2_PD",148108.7752,"PD"
"M64_1_PD",161935.0615,"PD"
"M64_2_PD",97852.02934,"PD"
"M1_1_MSS",142532.9607,"MSS"
"M1_2_MSS",128025.849,"MSS"
"M5_1_MSS",106578.1868,"MSS"
"M5_2_MSS",187373.6588,"MSS"
"T49_1_MSS",265707.875,"MSS"
"T49_2_MSS",258393.3825,"MSS"
"M42_1_PD",190268.4302,"PD"
"M42_2_PD",144839.0496,"PD"
"M43_1_PD",112720.0337,"PD"
"M43_2_PD",127026.126,"PD"
"M64_1_PD",197291.2169,"PD"
"M64_2_PD",134969.0695,"PD"
"M1_1_MSS",46791.36839,"MSS"
"M1_2_MSS",55275.04022,"MSS"
"M5_1_MSS",31613.28086,"MSS"
"M5_2_MSS",52659.34007,"MSS"
"T49_1_MSS",73393.13981,"MSS"
"T49_2_MSS",67731.33045,"MSS"
"M42_1_PD",43217.41696,"PD"
"M42_2_PD",57569.56849,"PD"
"M43_1_PD",71919.09721,"PD"
"M43_2_PD",99514.83102,"PD"
"M64_1_PD",50639.75446,"PD"
"M64_2_PD",55036.67162,"PD"
"M1_1_MSS",44094.54198,"MSS"
"M1_2_MSS",39323.3753,"MSS"
"M5_1_MSS",91808.37117,"MSS"
"M5_2_MSS",135350.1338,"MSS"
"T49_1_MSS",185513.6005,"MSS"
"T49_2_MSS",189999.1687,"MSS"
"M42_1_PD",114830.0536,"PD"
"M42_2_PD",76855.2098,"PD"
"M43_1_PD",75526.78818,"PD"
"M43_2_PD",66058.08694,"PD"
"M64_1_PD",138747.8244,"PD"
"M64_2_PD",267993.0266,"PD"
"M1_1_MSS",59274.52732,"MSS"
"M1_2_MSS",41526.39843,"MSS"
"M5_1_MSS",22809.65346,"MSS"
"M5_2_MSS",48831.63455,"MSS"
"T49_1_MSS",4763.597763,"MSS"
"T49_2_MSS",4092.839077,"MSS"
"M42_1_PD",14646.23415,"PD"
"M42_2_PD",7755.22191,"PD"
"M43_1_PD",9471.282733,"PD"
"M43_2_PD",15206.28075,"PD"
"M64_1_PD",3346.818978,"PD"
"M64_2_PD",3917.253285,"PD"
"M1_1_MSS",3013.852027,"MSS"
"M1_2_MSS",2625.148137,"MSS"
"M5_1_MSS",6284.419083,"MSS"
"M5_2_MSS",28922.38431,"MSS"
"T49_1_MSS",28965.12876,"MSS"
"T49_2_MSS",45519.5992,"MSS"
"M42_1_PD",41857.84583,"PD"
"M42_2_PD",4194.354281,"PD"
"M43_1_PD",94.88977768,"PD"
"M43_2_PD",0,"PD"
"M64_1_PD",58014.14507,"PD"
"M64_2_PD",48363.39157,"PD"
"M1_1_MSS",65073.08874,"MSS"
"M1_2_MSS",60759.03802,"MSS"
"M5_1_MSS",155612.5371,"MSS"
"M5_2_MSS",159558.9344,"MSS"
"T49_1_MSS",241741.9083,"MSS"
"T49_2_MSS",197178.1438,"MSS"
"M42_1_PD",374601.0362,"PD"
"M42_2_PD",105592.7689,"PD"
"M43_1_PD",32649.42544,"PD"
"M43_2_PD",7816.242666,"PD"
"M64_1_PD",455501.2951,"PD"
"M64_2_PD",469153.4976,"PD"
"M1_1_MSS",67935.17341,"MSS"
"M1_2_MSS",78868.80924,"MSS"
"M5_1_MSS",143062.9526,"MSS"
"M5_2_MSS",107460.4428,"MSS"
"T49_1_MSS",33923.25193,"MSS"
"T49_2_MSS",66351.79919,"MSS"
"M42_1_PD",54918.22678,"PD"
"M42_2_PD",19327.30793,"PD"
"M43_1_PD",51524.29691,"PD"
"M43_2_PD",25407.08131,"PD"
"M64_1_PD",31487.76019,"PD"
"M64_2_PD",69385.55583,"PD"
"M1_1_MSS",1686.735107,"MSS"
"M1_2_MSS",4190.492514,"MSS"
"M5_1_MSS",2107.180414,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",2648.672646,"PD"
"M43_2_PD",720.81166,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",1784.199055,"PD"
"M1_1_MSS",3632.600757,"MSS"
"M1_2_MSS",2139.628037,"MSS"
"M5_1_MSS",5295.944346,"MSS"
"M5_2_MSS",7526.294992,"MSS"
"T49_1_MSS",1018.998282,"MSS"
"T49_2_MSS",3717.175574,"MSS"
"M42_1_PD",9381.416858,"PD"
"M42_2_PD",2520.447893,"PD"
"M43_1_PD",29952.31081,"PD"
"M43_2_PD",37841.39382,"PD"
"M64_1_PD",2816.634468,"PD"
"M64_2_PD",8025.917644,"PD"
"M1_1_MSS",101771.0703,"MSS"
"M1_2_MSS",84677.49554,"MSS"
"M5_1_MSS",60773.90637,"MSS"
"M5_2_MSS",79897.58967,"MSS"
"T49_1_MSS",163334.2716,"MSS"
"T49_2_MSS",109334.9117,"MSS"
"M42_1_PD",426959.2829,"PD"
"M42_2_PD",385576.7973,"PD"
"M43_1_PD",352494.9694,"PD"
"M43_2_PD",368226.4529,"PD"
"M64_1_PD",273629.9964,"PD"
"M64_2_PD",199540.2027,"PD"
"M1_1_MSS",59037.23032,"MSS"
"M1_2_MSS",71745.978,"MSS"
"M5_1_MSS",19772.57809,"MSS"
"M5_2_MSS",19691.33295,"MSS"
"T49_1_MSS",29749.64252,"MSS"
"T49_2_MSS",21421.43717,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",5561.857452,"PD"
"M43_2_PD",6849.129121,"PD"
"M64_1_PD",9114.863826,"PD"
"M64_2_PD",3961.619042,"PD"
"M1_1_MSS",558.0434197,"MSS"
"M1_2_MSS",859.045637,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",812.9965429,"MSS"
"T49_2_MSS",552.3084857,"MSS"
"M42_1_PD",271.5923273,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",7476.501309,"PD"
"M43_2_PD",7794.037086,"PD"
"M64_1_PD",287.1195702,"PD"
"M64_2_PD",750.5981605,"PD"
"M1_1_MSS",4978.113461,"MSS"
"M1_2_MSS",3627.858429,"MSS"
"M5_1_MSS",2960.082265,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",2843.481449,"MSS"
"T49_2_MSS",2209.753407,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",5359.217756,"PD"
"M43_1_PD",22105.93618,"PD"
"M43_2_PD",15163.36287,"PD"
"M64_1_PD",4105.852432,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",117475.2526,"MSS"
"M1_2_MSS",133945.2778,"MSS"
"M5_1_MSS",12474.94689,"MSS"
"M5_2_MSS",20457.45943,"MSS"
"T49_1_MSS",23972.02642,"MSS"
"T49_2_MSS",20159.83708,"MSS"
"M42_1_PD",891.7985532,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",30753.78992,"PD"
"M43_2_PD",24767.12078,"PD"
"M64_1_PD",10506.28258,"PD"
"M64_2_PD",14044.40931,"PD"
"M1_1_MSS",22768.56047,"MSS"
"M1_2_MSS",38577.83148,"MSS"
"M5_1_MSS",14042.6837,"MSS"
"M5_2_MSS",18621.68774,"MSS"
"T49_1_MSS",26267.47156,"MSS"
"T49_2_MSS",16706.9305,"MSS"
"M42_1_PD",14792.14028,"PD"
"M42_2_PD",18124.96849,"PD"
"M43_1_PD",1678.440085,"PD"
"M43_2_PD",1607.82631,"PD"
"M64_1_PD",16216.93828,"PD"
"M64_2_PD",9404.906944,"PD"
"M1_1_MSS",593784.5898,"MSS"
"M1_2_MSS",552647.1398,"MSS"
"M5_1_MSS",365705.7449,"MSS"
"M5_2_MSS",453658.1297,"MSS"
"T49_1_MSS",578671.3356,"MSS"
"T49_2_MSS",459953.5477,"MSS"
"M42_1_PD",548481.3489,"PD"
"M42_2_PD",456908.9306,"PD"
"M43_1_PD",228215.0407,"PD"
"M43_2_PD",189333.2914,"PD"
"M64_1_PD",295221.1137,"PD"
"M64_2_PD",285384.557,"PD"
"M1_1_MSS",31363.42137,"MSS"
"M1_2_MSS",25173.72001,"MSS"
"M5_1_MSS",28365.08587,"MSS"
"M5_2_MSS",12597.04813,"MSS"
"T49_1_MSS",17651.13012,"MSS"
"T49_2_MSS",25618.9237,"MSS"
"M42_1_PD",6672.916999,"PD"
"M42_2_PD",33458.63848,"PD"
"M43_1_PD",6009.661117,"PD"
"M43_2_PD",13763.95418,"PD"
"M64_1_PD",24850.11217,"PD"
"M64_2_PD",11227.69855,"PD"
"M1_1_MSS",15967.96201,"MSS"
